sheet,obj_code,obj_code_name,txn_date,doc_type,doc_number,origin,post_date,ref_doc_number,org_doc_number,entry_description,doc_description,vendor,budget_amount,actuals_amount,encumbrance_amount
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-10,PRNC,28902479,01,2024-09-10,772493,,FISHER SCIENTIFIC COMPANY LLC,PO: 772493 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 239.78 Pay Date: 10/05/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,239.78,-240.66
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28902544,01,2024-09-10,772502,,FISHER SCIENTIFIC COMPANY LLC,PO: 772502 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 1067.06 Pay Date: 10/05/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,1067.06,-1070.99
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28911261,01,2024-09-10,771932,28849948,SIGMA ALDRICH INC,PO: 771932 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 183.00 Pay Date: 09/29/2024,SIGMA ALDRICH INC,0.0,190.11,-138.56
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-11,PO,28922127,01,2024-09-11,773204,,FISHER SCIENTIFIC COMPANY LLC,PO: 773204 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 301.32,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,301.32
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PREQ,28917782,01,2024-09-11,772497,,SARSTEDT INC,PO: 772497 Vendor: SARSTEDT INC Amount: 149.71,SARSTEDT INC,0.0,149.71,-153.34
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PRNC,28916024,01,2024-09-11,772502,,FISHER SCIENTIFIC COMPANY LLC,PO: 772502 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 354.57 Pay Date: 10/06/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,354.57,-355.88
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28916499,01,2024-09-11,772495,,VWR INTL LLC,PO: 772495 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 258.04 Pay Date: 10/06/2024,VWR INTL LLC,0.0,258.04,-260.42
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-12,PREQ,28929290,01,2024-09-12,772496,,LIFE SCIENCE PRODUCTS INC,PO: 772496 Vendor: LIFE SCIENCE PRODUCTS INC Amount: 182.40,LIFE SCIENCE PRODUCTS INC,0.0,192.61,-192.61
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28932003,01,2024-09-12,772492,,CELL CULTURE COLLECTIVE INC,PO: 772492 Vendor: CELL CULTURE COLLECTIVE INC Amount: 180.28,CELL CULTURE COLLECTIVE INC,0.0,190.38,-190.38
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PRNC,28928144,01,2024-09-12,773204,,FISHER SCIENTIFIC COMPANY LLC,PO: 773204 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 253.48 Pay Date: 10/07/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,253.48,-254.4
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28929863,01,2024-09-12,772490,,CHEMGLASS LIFE SCIENCES LLC,PO: 772490 Vendor: CHEMGLASS LIFE SCIENCES LLC Account: UA 1101935 Amount: 35.84 Pay Date: 10/02/2024,CHEMGLASS LIFE SCIENCES LLC,0.0,37.85,-37.85
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-17,PRNC,28971735,01,2024-09-17,772501,28902880,SIGMA ALDRICH INC,PO: 772501 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 142.09 Pay Date: 10/03/2024,SIGMA ALDRICH INC,0.0,148.76,-129.93
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-18,PRNC,28984439,01,2024-09-18,772491,28916556,SIGMA ALDRICH INC,PO: 772491 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 282.00 Pay Date: 10/06/2024,SIGMA ALDRICH INC,0.0,294.66,-246.57
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28990133,01,2024-09-18,772500,,VWR INTL LLC,PO: 772500 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 47.89 Pay Date: 10/06/2024,VWR INTL LLC,0.0,47.89,-48.33
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-19,PRNC,28995503,01,2024-09-19,772495,,VWR INTL LLC,PO: 772495 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 74.70 Pay Date: 10/06/2024,VWR INTL LLC,0.0,74.7,-75.39
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-09-30,PCDO,28955390,01,2024-09-30,,,3D printer filament for McGhee lab,Procurement Card - Auto Approve 09/30/2024 12:47 AM / 94625 / AMAZON MARK F704J1053 / $71.91,,0.0,71.91,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,28982578,01,2024-09-30,,,3D printer Fillament,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 95488 / AMAZON MARK 827XQ2LI3 / $46.15",,0.0,46.15,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-01,PO,29112621,01,2024-10-01,776134,,FISHER SCIENTIFIC COMPANY LLC,PO: 776134 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 157.10,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,157.1
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-04,PRNC,29136698,01,2024-10-04,776134,,FISHER SCIENTIFIC COMPANY LLC,PO: 776134 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 156.52 Pay Date: 10/29/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,156.52,-157.1
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-06,PO,29153055,01,2024-10-07,776742,,VWR INTL LLC,PO: 776742 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 197.60,VWR INTL LLC,0.0,0.0,197.6
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29153076,01,2024-10-07,776743,,SIGMA ALDRICH INC,PO: 776743 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 388.40,SIGMA ALDRICH INC,0.0,0.0,388.4
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29153095,01,2024-10-07,776744,,CELL CULTURE COLLECTIVE INC,PO: 776744 Contract Manager: 99 Vendor: CELL CULTURE COLLECTIVE INC Amount: 129.59,CELL CULTURE COLLECTIVE INC,0.0,0.0,129.59
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29153110,01,2024-10-07,776745,,VWR INTL LLC,PO: 776745 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 423.10,VWR INTL LLC,0.0,0.0,423.1
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-08,PRNC,29162218,01,2024-10-08,770300,,VWR INTL LLC,PO: 770300 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 173.06 Pay Date: 11/02/2024,VWR INTL LLC,0.0,173.06,-174.66
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-09,PCDO,29050047,01,2024-10-09,,,Vials,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 99911 / AMAZON MKTPL GM8QN42L3 / $54.34",,0.0,54.34,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PREQ,29179668,01,2024-10-09,770148,,CELL CULTURE COLLECTIVE INC,PO: 770148 Vendor: CELL CULTURE COLLECTIVE INC Amount: 621.54,CELL CULTURE COLLECTIVE INC,0.0,656.35,-656.35
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29180317,01,2024-10-09,770156,,CELL CULTURE COLLECTIVE INC,PO: 770156 Vendor: CELL CULTURE COLLECTIVE INC Amount: 812.09,CELL CULTURE COLLECTIVE INC,0.0,857.57,-857.57
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-10,PCDO,29050045,01,2024-10-10,,,Amazon items,Procurement Card - Auto Approve 10/10/2024 12:19 AM / 99807 / AMAZON MKTPL FD49A3AE3 / $133.89,,0.0,133.89,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-11,PCDO,29061259,01,2024-10-11,,,needle sets,Procurement Card - Auto Approve 10/11/2024 12:18 AM / 100165 / AMZN Mktp US W430D5XQ3 / $109.72,,0.0,109.72,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PREQ,29203641,01,2024-10-11,776744,,CELL CULTURE COLLECTIVE INC,PO: 776744 Vendor: CELL CULTURE COLLECTIVE INC Amount: 133.36,CELL CULTURE COLLECTIVE INC,0.0,140.23,-129.59
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-15,PRNC,29222643,01,2024-10-15,776743,29162571,SIGMA ALDRICH INC,PO: 776743 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 412.00 Pay Date: 11/02/2024,SIGMA ALDRICH INC,0.0,431.94,-388.4
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29223421,01,2024-10-15,776745,,VWR INTL LLC,PO: 776745 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 419.22 Pay Date: 11/03/2024,VWR INTL LLC,0.0,419.22,-423.1
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29226192,01,2024-10-15,776742,,VWR INTL LLC,PO: 776742 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 226.82 Pay Date: 11/02/2024,VWR INTL LLC,0.0,226.82,-53.35
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-22,PRNC,29284943,01,2024-10-22,776742,,VWR INTL LLC,PO: 776742 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 142.93 Pay Date: 11/09/2024,VWR INTL LLC,0.0,142.93,-144.25
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-24,PCDO,29173180,01,2024-10-24,,,Arduinos and resistors for McGhee lab,Procurement Card - Auto Approve 10/24/2024 12:18 AM / 107038 / AMAZON MKTPL 6468S3JJ3 / $136.93,,0.0,136.93,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29205480,01,2024-10-24,,,Lab coats for students,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 109432 / AMAZON RETA U81O68AG3 / $24.85",,0.0,24.85,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,,,,,,Use Tax 5.600% on 24.85,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 109432 / AMAZON RETA U81O68AG3 / $24.85",,0.0,1.39,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29205481,01,2024-10-24,,,Lab coats for students,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 109561 / AMAZON RETA 5D3X044D3 / $74.47",,0.0,74.47,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,,,,,,Use Tax 5.600% on 74.47,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 109561 / AMAZON RETA 5D3X044D3 / $74.47",,0.0,4.17,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-26,PCDO,29232276,01,2024-10-28,,,Lab coats for students,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 110281 / AMAZON RETA 105I101T3 / $39.92",,0.0,39.92,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,,,,,,Use Tax 5.600% on 39.92,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 110281 / AMAZON RETA 105I101T3 / $39.92",,0.0,2.24,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29243530,01,2024-10-28,,,Electronics kits to create lab equipment,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 111506 / AMAZON MKTPL WZ6FW6KB3 / $98.00",,0.0,98.0,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29243531,01,2024-10-28,,,Thermocouple and voltage regulators,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 111421 / AMAZON MKTPL WN08F1XS3 / $47.81",,0.0,47.81,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PO,29332999,01,2024-10-28,779693,,FISHER SCIENTIFIC COMPANY LLC,PO: 779693 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 349.49,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,349.49
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29333060,01,2024-10-28,779696,,VWR INTL LLC,PO: 779696 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 309.63,VWR INTL LLC,0.0,0.0,309.63
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-10-31,PRNC,29371243,01,2024-10-31,779696,,VWR INTL LLC,PO: 779696 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 306.80 Pay Date: 11/25/2024,VWR INTL LLC,0.0,306.8,-309.63
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-04,PCDO,29268676,01,2024-11-04,,,Refund for thermocouple,Procurement Card - Auto Approve 11/04/2024 12:47 AM / 113532 / AMAZON MKTPLACE PMTS / $-32.60,,0.0,-32.6,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29268677,01,2024-11-04,,,Refund for voltage regulators,Procurement Card - Auto Approve 11/04/2024 12:47 AM / 113588 / AMAZON MKTPLACE PMTS / $-15.21,,0.0,-15.21,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29268678,01,2024-11-04,,,Handheld Microscope,Procurement Card - Auto Approve 11/04/2024 12:47 AM / 113320 / AMAZON MKTPL S76PM4ML3 / $43.47,,0.0,43.47,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-05,PCDO,29296413,01,2024-11-05,,,Refunds due to failed delivery,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 115180 / AMAZON MARK BM2FQ9IO3 / $-16.58",,0.0,-16.58,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29296414,01,2024-11-05,,,Refunds due to failed delivery,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 114403 / AMAZON MARK BM2FQ9IO3 / $-23.92",,0.0,-23.92,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29296415,01,2024-11-05,,,Refunds due to failed delivery,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 115045 / AMAZON RETA U81O68AG3 / $-24.85",,0.0,-24.85,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29296416,01,2024-11-05,,,Refunds due to failed delivery,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 113972 / AMAZON RETA 5D3X044D3 / $-24.85",,0.0,-24.85,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PO,29420383,01,2024-11-05,780973,,FISHER SCIENTIFIC COMPANY LLC,PO: 780973 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 1065.05,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,1065.05
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-07,PO,29441992,01,2024-11-07,781295,,LIFE TECHNOLOGIES CORP,PO: 781295 Contract Manager: 99 Vendor: LIFE TECHNOLOGIES CORP Amount: 2488.45,LIFE TECHNOLOGIES CORP,0.0,0.0,2488.45
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-08,PRNC,29443961,01,2024-11-08,780973,,FISHER SCIENTIFIC COMPANY LLC,PO: 780973 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 1061.15 Pay Date: 12/03/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,1061.15,-1065.05
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-09,PREQ,29453612,01,2024-11-12,781295,,LIFE TECHNOLOGIES CORP,PO: 781295 Vendor: LIFE TECHNOLOGIES CORP Amount: 1371.38,LIFE TECHNOLOGIES CORP,0.0,1371.38,-1269.1
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-12,PO,29463458,01,2024-11-12,781598,,VWR INTL LLC,PO: 781598 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 220.52,VWR INTL LLC,0.0,0.0,220.52
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29463479,01,2024-11-12,781599,,SIGMA ALDRICH INC,PO: 781599 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 416.78,SIGMA ALDRICH INC,0.0,0.0,416.78
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29463576,01,2024-11-12,781605,,SIGMA ALDRICH INC,PO: 781605 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 485.90,SIGMA ALDRICH INC,0.0,0.0,485.9
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29463594,01,2024-11-12,781606,,LIFE TECHNOLOGIES CORP,PO: 781606 Contract Manager: 99 Vendor: LIFE TECHNOLOGIES CORP Amount: 150.56,LIFE TECHNOLOGIES CORP,0.0,0.0,150.56
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29463614,01,2024-11-12,781607,,SIGMA ALDRICH INC,PO: 781607 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 949.86,SIGMA ALDRICH INC,0.0,0.0,949.86
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-13,PO,29479806,01,2024-11-13,781919,,STAPLES CONTRACT AND COMMERCIAL INC,PO: 781919 Contract Manager: 99 Vendor: STAPLES CONTRACT AND COMMERCIAL INC Amount: 831.28,STAPLES CONTRACT AND COMMERCIAL INC,0.0,0.0,831.28
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PREQ,29472907,01,2024-11-13,781295,,LIFE TECHNOLOGIES CORP,PO: 781295 Vendor: LIFE TECHNOLOGIES CORP Amount: 612.89,LIFE TECHNOLOGIES CORP,0.0,612.89,-630.21
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PRNC,29472831,01,2024-11-13,779693,,FISHER SCIENTIFIC COMPANY LLC,PO: 779693 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 348.21 Pay Date: 12/08/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,348.21,-349.49
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-14,PO,29494276,01,2024-11-14,782209,,SIGMA ALDRICH INC,PO: 782209 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 318.96,SIGMA ALDRICH INC,0.0,0.0,318.96
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PREQ,29483647,01,2024-11-14,781606,,LIFE TECHNOLOGIES CORP,PO: 781606 Vendor: LIFE TECHNOLOGIES CORP Amount: 202.42,LIFE TECHNOLOGIES CORP,0.0,202.42,-150.56
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29483955,01,2024-11-14,781295,,LIFE TECHNOLOGIES CORP,PO: 781295 Vendor: LIFE TECHNOLOGIES CORP Amount: 572.94,LIFE TECHNOLOGIES CORP,0.0,572.94,-589.14
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-15,PRNC,29495940,01,2024-11-15,781919,,STAPLES CONTRACT AND COMMERCIAL INC,PO: 781919 Vendor: STAPLES CONTRACT AND COMMERCIAL INC Account: UA 1101935 Amount: 400.59 Pay Date: 12/10/2024,STAPLES CONTRACT AND COMMERCIAL INC,0.0,400.59,-401.73
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29496436,01,2024-11-15,781919,,STAPLES CONTRACT AND COMMERCIAL INC,PO: 781919 Vendor: STAPLES CONTRACT AND COMMERCIAL INC Account: UA 1101935 Amount: 10.44 Pay Date: 12/10/2024,STAPLES CONTRACT AND COMMERCIAL INC,0.0,10.44,-10.48
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-19,PRNC,29522225,01,2024-11-19,781919,,STAPLES CONTRACT AND COMMERCIAL INC,PO: 781919 Vendor: STAPLES CONTRACT AND COMMERCIAL INC Account: UA 1101935 Amount: 417.92 Pay Date: 12/12/2024,STAPLES CONTRACT AND COMMERCIAL INC,0.0,417.92,-419.07
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-20,PRNC,29536708,01,2024-11-20,781599,29472553,SIGMA ALDRICH INC,PO: 781599 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 171.89 Pay Date: 12/08/2024,SIGMA ALDRICH INC,0.0,179.23,-142.93
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29536719,01,2024-11-20,781605,29472565,SIGMA ALDRICH INC,PO: 781605 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 145.13 Pay Date: 12/08/2024,SIGMA ALDRICH INC,0.0,152.86,-150.56
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29545347,01,2024-11-20,781607,29484108,SIGMA ALDRICH INC,PO: 781607 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 740.77 Pay Date: 12/09/2024,SIGMA ALDRICH INC,0.0,781.19,-787.4
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29545502,01,2024-11-20,781607,29483746,SIGMA ALDRICH INC,PO: 781607 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 47.22 Pay Date: 12/09/2024,SIGMA ALDRICH INC,0.0,49.8,-50.19
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-21,PRNC,29548622,01,2024-11-21,781599,29472951,SIGMA ALDRICH INC,PO: 781599 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 266.11 Pay Date: 12/08/2024,SIGMA ALDRICH INC,0.0,280.17,-273.85
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29551031,01,2024-11-21,781605,,SIGMA ALDRICH INC,PO: 781605 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 323.25 Pay Date: 12/09/2024,SIGMA ALDRICH INC,0.0,340.46,-335.34
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-22,PCDO,29483535,01,2024-11-22,,,Growth factors for culture media,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 126392 / PROSPEC-TANY TECHNOGENE L / $196.95",,0.0,145.0,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,,,,,,Use Tax 5.600% on 145.00,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 126392 / PROSPEC-TANY TECHNOGENE L / $196.95",,0.0,8.12,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29495718,01,2024-11-22,,,Multiple reagents for cell culture,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 126703 / R & D SYSTEMS / $2003.00",,0.0,1958.0,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,PO,29560827,01,2024-11-22,783224,,FISHER SCIENTIFIC COMPANY LLC,PO: 783224 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 360.03,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,360.03
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29560846,01,2024-11-22,783225,,FISHER SCIENTIFIC COMPANY LLC,PO: 783225 Contract Manager: 99 Vendor: FISHER SCIENTIFIC COMPANY LLC Amount: 87.38,FISHER SCIENTIFIC COMPANY LLC,0.0,0.0,87.38
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-24,PO,29579370,01,2024-11-25,783423,,SIGMA ALDRICH INC,PO: 783423 Contract Manager: 99 Vendor: SIGMA ALDRICH INC Amount: 1022.15,SIGMA ALDRICH INC,0.0,0.0,1022.15
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-26,PRNC,29592389,01,2024-11-26,766593,29535987,SIGMA ALDRICH INC,PO: 766593 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 358.71 Pay Date: 12/15/2024,SIGMA ALDRICH INC,0.0,378.7,-389.49
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29592960,01,2024-11-26,781607,29536222,SIGMA ALDRICH INC,PO: 781607 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 49.17 Pay Date: 12/15/2024,SIGMA ALDRICH INC,0.0,51.85,-52.26
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-11-27,PRNC,29602131,01,2024-11-27,783224,,FISHER SCIENTIFIC COMPANY LLC,PO: 783224 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 358.71 Pay Date: 12/22/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,358.71,-360.03
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29602767,01,2024-11-27,783225,,FISHER SCIENTIFIC COMPANY LLC,PO: 783225 Vendor: FISHER SCIENTIFIC COMPANY LLC Account: UA 1101935 Amount: 87.06 Pay Date: 12/21/2024,FISHER SCIENTIFIC COMPANY LLC,0.0,87.06,-87.38
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-12-02,PRNC,29615214,01,2024-12-02,772495,,VWR INTL LLC,PO: 772495 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 90.92 Pay Date: 12/21/2024,VWR INTL LLC,0.0,90.92,-41.77
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-12-03,PRNC,29624205,01,2024-12-03,783423,29590515,SIGMA ALDRICH INC,PO: 783423 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 959.90 Pay Date: 12/21/2024,SIGMA ALDRICH INC,0.0,1012.36,-1022.15
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-12-17,PRNC,29765572,01,2024-12-17,781598,,VWR INTL LLC,PO: 781598 Vendor: VWR INTL LLC Account: UA 1101935 Amount: 218.50 Pay Date: 12/29/2024,VWR INTL LLC,0.0,218.5,-220.52
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2024-12-23,PCDO,29698926,01,2024-12-23,,,Multiple supplies - Mcghee Lab,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 138139 / AMAZON MKTPL ZR1MQ5R82 / $573.02",,0.0,573.02,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29698927,01,2024-12-23,,,LED 10mm,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 138734 / DKC DIGI KEY CORP / $16.84",,0.0,11.85,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29698928,01,2024-12-23,,,Light panel and LED lights,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 138240 / DKC DIGI KEY CORP / $55.86",,0.0,50.87,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,,,29698930,01,2024-12-23,,,Motor Drivers,"Procurement Card - 5745 / MCGHEE, ALEXANDER / 137814 / POLOLU CORPORATION / $53.60",,0.0,48.15,0.0
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2025-01-09,PRNC,29854320,01,2025-01-09,781607,29724689,SIGMA ALDRICH INC,PO: 781607 Vendor: SIGMA ALDRICH INC Account: UA 1101935 Amount: 56.45 Pay Date: 01/09/2025,SIGMA ALDRICH INC,0.0,59.53,-60.01
1101935 FY25,5290,Research Supplies/Medical - Laboratory,2025-01-14,PO,29896521,01,2025-01-14,788137,,VWR INTL LLC,PO: 788137 Contract Manager: 99 Vendor: VWR INTL LLC Amount: 238.32,VWR INTL LLC,0.0,0.0,238.32
